0.072	75	0.00	1000.00	200.00
0.397	75	0.00	1000.00	200.00
0.721	75	0.00	1000.00	200.00
0.977	39	0.00	520.00	200.00
1.303	75	0.00	1000.00	200.00
1.628	75	0.00	1000.00	200.00
1.952	75	0.00	1000.00	200.00
2.208	25	0.00	333.33	200.00
2.463	26	0.00	346.67	200.00
2.719	26	0.00	346.67	200.00
2.975	26	0.00	346.67	200.00
3.233	66	0.00	880.00	200.00
3.558	75	133.33	866.67	200.00
3.814	19	133.33	120.00	200.00
4.069	13	133.33	40.00	200.00
4.325	15	133.33	66.67	163.86
4.649	75	133.33	866.67	200.00
4.904	11	133.33	13.33	200.00
5.159	12	133.33	26.67	160.17
5.414	12	133.33	26.67	86.29
5.739	75	133.33	866.67	200.00
5.994	13	133.33	40.00	200.00
6.320	75	133.33	866.67	200.00
6.644	75	133.33	866.67	200.00
6.900	31	133.33	280.00	200.00
7.157	37	133.33	360.00	200.00
7.413	41	133.33	413.33	200.00
7.670	37	133.33	360.00	200.00
7.927	38	133.33	373.33	200.00
8.183	38	133.33	373.33	200.00
8.440	37	133.33	360.00	200.00
8.697	37	133.33	360.00	200.00
8.953	37	133.33	360.00	200.00
9.210	35	133.33	333.33	200.00
9.466	37	133.33	360.00	200.00
9.725	64	133.33	720.00	200.00
9.981	37	133.33	360.00	200.00
10.240	64	133.33	720.00	200.00
10.497	36	133.33	346.67	200.00
10.754	38	133.33	373.33	200.00
11.011	38	133.33	373.33	200.00
11.267	41	133.33	413.33	200.00
11.524	39	133.33	386.67	200.00
11.781	39	133.33	386.67	200.00
12.038	41	133.33	413.33	200.00
12.295	40	133.33	400.00	200.00
12.552	41	133.33	413.33	200.00
12.808	41	133.33	413.33	200.00
13.065	41	133.33	413.33	200.00
13.322	39	133.33	386.67	200.00
13.579	40	133.33	400.00	200.00
13.836	40	133.33	400.00	200.00
14.093	39	133.33	386.67	200.00
14.349	38	133.33	373.33	200.00
14.606	38	133.33	373.33	200.00
14.863	42	133.33	426.67	200.00
15.120	39	133.33	386.67	200.00
15.377	39	133.33	386.67	200.00
15.633	36	133.33	346.67	200.00
15.890	36	133.33	346.67	200.00
16.146	34	133.33	320.00	200.00
16.403	34	133.33	320.00	200.00
16.659	35	133.33	333.33	200.00
16.916	33	133.33	306.67	200.00
17.172	34	133.33	320.00	200.00
17.429	37	133.33	360.00	200.00
17.685	34	133.33	320.00	200.00
17.942	34	133.33	320.00	200.00
18.199	35	133.33	333.33	200.00
18.455	36	133.33	346.67	200.00
18.712	33	133.33	306.67	200.00
18.968	25	133.33	200.00	200.00
19.223	15	133.33	66.67	200.00
19.478	6	133.33	53.33	132.09
19.732	6	133.33	53.33	102.50
19.987	8	133.33	26.67	64.82
20.242	11	133.33	13.33	37.46
20.498	12	133.33	26.67	40.61
20.753	12	133.33	26.67	41.78
21.008	12	133.33	26.67	42.22
21.263	11	133.33	13.33	29.05
21.518	11	133.33	13.33	24.15
21.773	11	133.33	13.33	22.32
22.028	11	133.33	13.33	21.64
22.283	11	133.33	13.33	21.39
22.538	12	133.33	26.67	34.63
22.794	12	133.33	26.67	39.56
23.049	12	133.33	26.67	41.39
23.304	12	133.33	26.67	42.07
23.559	12	266.67	106.67	122.33
23.814	14	266.67	80.00	125.54
24.070	16	266.67	53.33	100.06
24.325	18	266.67	26.67	63.91
24.581	19	266.67	13.33	37.12
24.836	20	266.67	0.00	0.00
25.092	19	266.67	13.33	18.48
25.347	20	266.67	0.00	0.00
25.603	19	266.67	13.33	15.89
25.859	20	266.67	0.00	0.00
26.114	20	266.67	0.00	0.00
26.369	20	266.67	0.00	0.00
26.625	20	266.67	0.00	0.00
26.880	19	266.67	13.33	13.45
27.136	19	266.67	13.33	18.34
27.390	19	266.67	13.33	20.16
27.646	19	266.67	13.33	20.84
27.902	19	266.67	13.33	21.09
28.157	19	266.67	13.33	21.18
28.413	19	266.67	13.33	21.22
28.668	19	400.00	146.67	154.57
28.924	20	400.00	133.33	190.87
29.180	25	400.00	66.67	137.72
29.436	33	400.00	40.00	91.26
29.693	32	400.00	26.67	60.64
29.949	32	400.00	26.67	49.24
30.205	32	400.00	26.67	45.00
